
Name    Rank    N=10^5  N=10^6
826a1   0       0.52570041537705887591  0.52449967078409519413
826b1   0       0.30275210305985858365  0.68888399203840625813
827a1   1       1.5923183825074306457   1.7192824523998929907
828a1   0       0.64252200937890798996  0.43313397523219602570
828a2   0       0.64252200937890798996  0.43313397523219602570
828b1   1       1.6244439211120204878   1.7443183275796461734
828b2   1       1.6244439211120204878   1.7443183275796461734
828c1   1       1.6261303756637999438   1.4793492585826979579
828d1   0       0.66608683078991481830  0.35989956518135952594
828d2   0       0.66608683078991481830  0.35989956518135952594
829a1   1       1.9366516469303419416   1.5277700911368472340
830a1   0       0.66203898613858563678  0.62494364280447824671
830a2   0       0.66203898613858563678  0.62494364280447824671
830b1   1       1.8586028275404869307   1.6964551434162718086
830c1   1       1.8663333020481008551   1.6901765679663933507
831a1   1       1.7103088754684476921   1.7413877467343523094
832a1   1       1.7680425545657965829   1.5898808462813898203
832b1   1       1.7054047265560480392   1.8637010344714647830
832c1   1       1.5338635306225234822   1.6447506317597375712
832c2   1       1.5338635306225234822   1.6447506317597375712
832c3   1       1.5338635306225234822   1.6447506317597375712
832d1   0       0.33743241931632796015  0.42881996236963741381
832d2   0       0.33743241931632796015  0.42881996236963741381
832e1   0       0.92463193008632669938  0.48855420553616423009
832f1   0       0.61580571350592086283  0.54662740662724417458
832f2   0       0.61580571350592086283  0.54662740662724417458
832g1   0       0.38410126106229455836  0.62746541500562242897
832g2   0       0.38410126106229455836  0.62746541500562242897
832g3   0       0.38410126106229455836  0.62746541500562242897
832h1   1       1.6626250285044296388   1.7625752819318415410
832h2   1       1.6626250285044296388   1.7625752819318415410
832i1   1       1.8443648403247433736   1.7253428375261762414
832j1   1       1.6494902809608169065   1.6835425207167459642
832j2   1       1.6494902809608169065   1.6835425207167459642
833a1   0       0.34362658842229652735  0.74953650086949464896
833a2   0       0.34362658842229652735  0.74953650086949464896
833a3   0       0.34362658842229652735  0.74953650086949464896
833a4   0       0.34362658842229652735  0.74953650086949464896
834a1   0       0.68802586381182997503  0.48024898973816767016
834a2   0       0.68802586381182997503  0.48024898973816767016
834a3   0       0.68802586381182997503  0.48024898973816767016
834a4   0       0.68802586381182997503  0.48024898973816767016
834b1   0       0.76380827581744684183  0.44621183508517016440
834c1   1       1.6509939135778586705   1.8183174803776377360
834d1   0       0.47841768842567532942  0.41167849700854805029
834d2   0       0.47841768842567532942  0.41167849700854805029
834e1   1       1.6992000783859879197   1.6139296876034468523
834f1   1       1.6975080272878738820   1.5691982281715324433
834g1   1       1.7656254916184806926   1.7856801749376196558
834g2   1       1.7656254916184806926   1.7856801749376196558
836a1   1       1.5938034431973264567   1.6790090933240753746
836b1   0       0.32190818715414829413  0.46361430148638405004
836b2   0       0.32190818715414829413  0.46361430148638405004
840a1   1       1.6658642335784343629   1.5798727059805677924
840a2   1       1.6658642335784343629   1.5798727059805677924
840a3   1       1.6658642335784343629   1.5798727059805677924
840a4   1       1.6658642335784343629   1.5798727059805677924
840b1   0       0.23162039497755593675  0.47159246559172456371
840b2   0       0.23162039497755593675  0.47159246559172456371
840b3   0       0.23162039497755593675  0.47159246559172456371
840b4   0       0.23162039497755593675  0.47159246559172456371
840c1   0       0.26110522977219687790  0.54710604899071887943
840c2   0       0.26110522977219687790  0.54710604899071887943
840c3   0       0.26110522977219687790  0.54710604899071887943
840c4   0       0.26110522977219687790  0.54710604899071887943
840d1   0       0.60422122568399620631  0.59212590563671748215
840d2   0       0.60422122568399620631  0.59212590563671748215
840d3   0       0.60422122568399620631  0.59212590563671748215
840d4   0       0.60422122568399620631  0.59212590563671748215
840e1   1       1.9345775591905934656   1.5442510530895159928
840e2   1       1.9345775591905934656   1.5442510530895159928
840e3   1       1.9345775591905934656   1.5442510530895159928
840e4   1       1.9345775591905934656   1.5442510530895159928
840f1   1       1.6615902966861202948   1.6276130565357891064
840f2   1       1.6615902966861202948   1.6276130565357891064
840f3   1       1.6615902966861202948   1.6276130565357891064
840f4   1       1.6615902966861202948   1.6276130565357891064
840f5   1       1.6615902966861202948   1.6276130565357891064
840f6   1       1.6615902966861202948   1.6276130565357891064
840g1   0       0.60230479969039132950  0.58878702638007219831
840g2   0       0.60230479969039132950  0.58878702638007219831
840g3   0       0.60230479969039132950  0.58878702638007219831
840g4   0       0.60230479969039132950  0.58878702638007219831
840g5   0       0.60230479969039132950  0.58878702638007219831
840g6   0       0.60230479969039132950  0.58878702638007219831
840h1   1       1.8348063640697136622   1.6531753365437205003
840h2   1       1.8348063640697136622   1.6531753365437205003
840h3   1       1.8348063640697136622   1.6531753365437205003
840h4   1       1.8348063640697136622   1.6531753365437205003
840i1   0       0.60482354070541261886  0.59780828650048529998
840i2   0       0.60482354070541261886  0.59780828650048529998
840i3   0       0.60482354070541261886  0.59780828650048529998
840i4   0       0.60482354070541261886  0.59780828650048529998
840j1   0       0.43255534174935928687  0.49493567877881447294
840j2   0       0.43255534174935928687  0.49493567877881447294
840j3   0       0.43255534174935928687  0.49493567877881447294
840j4   0       0.43255534174935928687  0.49493567877881447294
840j5   0       0.43255534174935928687  0.49493567877881447294
840j6   0       0.43255534174935928687  0.49493567877881447294
842a1   1       1.5381227475313117720   1.5636899761787275408
842b1   1       1.6839709072842432789   1.7772241767028989925
843a1   1       1.6414282533943801788   1.6520281855384041564
845a1   0       0.32101042116320956955  0.65751308498243136005
845a2   0       0.32101042116320956955  0.65751308498243136005
846a1   0       0.50089843796330464122  0.42762156628719846967
846a2   0       0.50089843796330464122  0.42762156628719846967
846b1   1       1.6807046506256741839   1.7267338500869399881
846b2   1       1.6807046506256741839   1.7267338500869399881
846c1   1       1.7780270466779922217   1.7527434850493094621
846c2   1       1.7780270466779922217   1.7527434850493094621
846c3   1       1.7780270466779922217   1.7527434850493094621
846c4   1       1.7780270466779922217   1.7527434850493094621
847a1   0       0.49843591936144722809  0.21398622113615204064
847a2   0       0.49843591936144722809  0.21398622113615204064
847a3   0       0.49843591936144722809  0.21398622113615204064
847b1   1       1.7814087001396785203   1.5887437244182996734
847c1   1       1.6993938860777507455   1.6732156271650049485
847c2   1       1.6993938860777507455   1.6732156271650049485
848a1   0       0.22297996534108509058  0.59504367847282283753
848b1   0       0.35933495605742585956  0.60419409442589490644
848b2   0       0.35933495605742585956  0.60419409442589490644
848c1   0       0.47984639271612748190  0.57936908589298218499
848c2   0       0.47984639271612748190  0.57936908589298218499
848d1   0       0.33124340091932947939  0.78541940332311542441
848d2   0       0.33124340091932947939  0.78541940332311542441
848e1   0       0.74192059986285168127  0.55251901169801123815
848f1   1       1.7128187031795084692   1.6544636280601172135
848g1   1       1.7803030974659119191   1.6081257172218813347
849a1   1       1.7875865566729118769   1.6013655806066484883
850a1   0       0.56606258778166083070  0.27286296814689653623
850a2   0       0.56606258778166083070  0.27286296814689653623
850b1   0       0.33218773954474126826  0.65521667103838057011
850b2   0       0.33218773954474126826  0.65521667103838057011
850b3   0       0.33218773954474126826  0.65521667103838057011
850b4   0       0.33218773954474126826  0.65521667103838057011
850c1   1       1.6521173628292463037   1.7508780570809934177
850d1   1       1.5677269939724252486   1.8061397893978687243
850e1   1       1.8458404810259619326   1.6963318486723963092
850f1   0       0.46704433453595038872  0.55389131994122607932
850g1   0       0.74154397557813871193  0.47394599502473452438
850g2   0       0.74154397557813871193  0.47394599502473452438
850h1   0       0.42782621605582929758  0.49111477323439168669
850h2   0       0.42782621605582929758  0.49111477323439168669
850h3   0       0.42782621605582929758  0.49111477323439168669
850h4   0       0.42782621605582929758  0.49111477323439168669
850i1   0       0.60773197693235752875  0.63889234186477646803
850j1   0       0.50657302667231904287  0.56183212421690637519
850k1   1       1.9527700381510037310   1.7997452381497283912
850k2   1       1.9527700381510037310   1.7997452381497283912
850l1   1       1.7221230032613563812   1.8154545388064738372
851a1   1       1.7758977030447479588   1.4372068586397036772
854a1   1       1.7690910508013669584   1.8037646544366618856
854b1   1       1.6091720347243072097   1.7205338111326398195
854b2   1       1.6091720347243072097   1.7205338111326398195
854b3   1       1.6091720347243072097   1.7205338111326398195
854c1   1       1.8160416391927985966   1.7861940054559243325
854d1   1       1.8484017413772937816   1.6492687918653522362
855a1   0       0.37393842464237116351  0.41961966451461455120
855a2   0       0.37393842464237116351  0.41961966451461455120
855a3   0       0.37393842464237116351  0.41961966451461455120
855a4   0       0.37393842464237116351  0.41961966451461455120
855b1   1       1.6195417582543586487   1.4177279269585074830
855b2   1       1.6195417582543586487   1.4177279269585074830
855c1   0       0.52691848561728912026  0.48838240278427355919
855c2   0       0.52691848561728912026  0.48838240278427355919
856a1   1       1.9092903193021124058   1.7054139798946469992
856b1   1       1.6806074499356340523   1.7318437894890416527
856c1   1       1.7469428213829826080   1.6574492957439852922
856d1   1       1.5308935180309259535   1.7009771892679935112
858a1   0       0.27670749954176476061  0.67874713914364895739
858a2   0       0.27670749954176476061  0.67874713914364895739
858a3   0       0.27670749954176476061  0.67874713914364895739
858a4   0       0.27670749954176476061  0.67874713914364895739
858b1   1       1.7399997569741337168   1.7475279217443283191
858b2   1       1.7399997569741337168   1.7475279217443283191
858b3   1       1.7399997569741337168   1.7475279217443283191
858b4   1       1.7399997569741337168   1.7475279217443283191
858c1   0       0.76526006079506556874  0.75439022429856470527
858c2   0       0.76526006079506556874  0.75439022429856470527
858d1   0       0.96090343753515314251  0.41510178885543835286
858d2   0       0.96090343753515314251  0.41510178885543835286
858e1   0       0.45121267275217289346  0.72286522612819011218
858e2   0       0.45121267275217289346  0.72286522612819011218
858e3   0       0.45121267275217289346  0.72286522612819011218
858e4   0       0.45121267275217289346  0.72286522612819011218
858f1   1       1.6630382479047714705   1.6441927707854215891
858g1   1       1.6192383155792040458   1.6239376089943236529
858h1   0       0.59664415155310536474  0.65517049237122356023
858h2   0       0.59664415155310536474  0.65517049237122356023
858h3   0       0.59664415155310536474  0.65517049237122356023
858h4   0       0.59664415155310536474  0.65517049237122356023
858i1   0       0.40601871718159974029  0.67294000552880956996
858i2   0       0.40601871718159974029  0.67294000552880956996
858j1   0       0.61868270006910304903  0.79150822687702437449
858j2   0       0.61868270006910304903  0.79150822687702437449
858k1   0       0.53429331381051120448  0.75002097216363995854
858k2   0       0.53429331381051120448  0.75002097216363995854
858l1   0       0.59820264143026402662  0.69564209194736911668
858l2   0       0.59820264143026402662  0.69564209194736911668
858m1   0       0.83041810350362825503  0.49679282199229757649
858m2   0       0.83041810350362825503  0.49679282199229757649
861a1   0       0.38030070062391989724  0.39314313059836023560
861a2   0       0.38030070062391989724  0.39314313059836023560
861a3   0       0.38030070062391989724  0.39314313059836023560
861a4   0       0.38030070062391989724  0.39314313059836023560
861b1   1       1.9270272863659822187   1.7729947426197057849
861c1   1       1.5798781920904557713   1.6975356321132395115
861d1   1       1.9769906424274724525   1.6680037839762064900
862a1   1       1.6578747700428061904   1.7562475266026430223
862b1   1       1.7287663679814631084   1.7311144212393310198
862c1   0       0.53052371011915663979  0.37678563480126456456
862c2   0       0.53052371011915663979  0.37678563480126456456
862d1   0       0.42430147287466340629  0.54421064567043557435
862d2   0       0.42430147287466340629  0.54421064567043557435
862e1   1       1.7784168316729131581   1.8069408563062536411
862e2   1       1.7784168316729131581   1.8069408563062536411
862f1   1       1.7783691829691441956   1.6135528228138536531
864a1   1       1.6905540809528315805   1.5809267813598185023
864b1   1       1.7796705206208335342   1.5970391270668416804
864c1   1       1.6699240618746540379   1.9038830939275327707
864d1   0       0.44146336395463574801  0.51643394439271922659
864e1   0       0.56775974616102735361  0.31796252563039740799
864f1   0       0.56287150359459299939  0.58530175835677560506
864g1   0       0.63341237782649579010  0.41980866808811302667
864h1   0       0.61853918056351918423  0.48183247025739087002
864i1   0       0.36004287556629673781  0.69757910532346096006
864j1   1       1.3877404574335136873   1.5237807337120699126
864k1   1       1.7513136429704299392   1.7152746877727262581
864l1   1       1.6353704165288962121   1.7306349227145188252
866a1   1       1.7808212771349108883   1.6739720938916250622
866a2   1       1.7808212771349108883   1.6739720938916250622
867a1   1       1.5836487997115613151   1.7462421904250900804
867a2   1       1.5836487997115613151   1.7462421904250900804
867b1   1       1.5135001377118082537   1.8192506042504971212
867b2   1       1.5135001377118082537   1.8192506042504971212
867c1   1       1.7530347552091798849   1.6910929648608851763
867c2   1       1.7530347552091798849   1.6910929648608851763
867d1   0       0.65825765656089882313  0.69368773764225465838
867d2   0       0.65825765656089882313  0.69368773764225465838
867e1   0       0.69308136841483853724  0.64863312076845094237
867e2   0       0.69308136841483853724  0.64863312076845094237
869a1   1       1.7645582925023590430   1.7350026875540050281
869b1   1       1.8843800502638388999   1.5651223747056964715
869c1   0       0.16602961682389942422  0.60151578720139297295
869c2   0       0.16602961682389942422  0.60151578720139297295
869d1   1       1.7375442730606725813   1.6929325858779105552
870a1   1       1.8303510676635963875   1.5937382500925137751
870a2   1       1.8303510676635963875   1.5937382500925137751
870a3   1       1.8303510676635963875   1.5937382500925137751
870a4   1       1.8303510676635963875   1.5937382500925137751
870b1   1       1.6655136673850007414   1.7066814752346293947
870b2   1       1.6655136673850007414   1.7066814752346293947
870b3   1       1.6655136673850007414   1.7066814752346293947
870b4   1       1.6655136673850007414   1.7066814752346293947
870c1   1       1.7040092372823371154   1.7348055226082005813
870c2   1       1.7040092372823371154   1.7348055226082005813
870c3   1       1.7040092372823371154   1.7348055226082005813
870c4   1       1.7040092372823371154   1.7348055226082005813
870d1   0       0.70583848083118425180  0.36169596174965675800
870d2   0       0.70583848083118425180  0.36169596174965675800
870d3   0       0.70583848083118425180  0.36169596174965675800
870d4   0       0.70583848083118425180  0.36169596174965675800
870e1   1       1.7603381804545360447   1.5967476674107285792
870e2   1       1.7603381804545360447   1.5967476674107285792
870f1   1       1.7569496809617182772   1.7654444860133507713
870f2   1       1.7569496809617182772   1.7654444860133507713
870g1   0       0.41650233694277374256  0.57136207834798056198
870g2   0       0.41650233694277374256  0.57136207834798056198
870g3   0       0.41650233694277374256  0.57136207834798056198
870g4   0       0.41650233694277374256  0.57136207834798056198
870h1   0       0.48359401022692607219  0.57555819735526303730
870h2   0       0.48359401022692607219  0.57555819735526303730
870i1   0       0.46174115701908824325  0.93272919308986632841
870i2   0       0.46174115701908824325  0.93272919308986632841
870i3   0       0.46174115701908824325  0.93272919308986632841
870i4   0       0.46174115701908824325  0.93272919308986632841
871a1   0       0.28612630769896690425  0.42377984016882505495
872a1   1       1.6953837818381704479   1.5919045308028408564
873a1   0       0.77041217816425709791  0.41518431644048205462
873a2   0       0.77041217816425709791  0.41518431644048205462
873b1   1       1.8857162630168512376   1.7242398187382733737
873b2   1       1.8857162630168512376   1.7242398187382733737
873b3   1       1.8857162630168512376   1.7242398187382733737
873b4   1       1.8857162630168512376   1.7242398187382733737
873c1   1       1.7414125928164794204   1.5536169464132267723
873d1   1       1.7624058554231658895   1.6974665628378043444
874a1   0       0.44728852808418365144  0.63606927035672675745
874b1   0       0.22477979397289875118  0.48446397409740573835
874c1   1       1.5214100998291173123   1.7036535256360805877
874d1   1       1.6602297927141349666   1.6418125935812311898
874e1   1       1.8329783215379423907   1.8401224347724659540
874e2   1       1.8329783215379423907   1.8401224347724659540
874f1   0       0.57197912737723147877  0.51929437993765598723
874f2   0       0.57197912737723147877  0.51929437993765598723
876a1   1       1.6847396440943813407   1.7246127479605349933
876b1   1       1.5202719096107241150   1.6335751222576219851
880a1   1       1.4393898031537588510   1.6445927765934082973
880a2   1       1.4393898031537588510   1.6445927765934082973
880b1   0       0.42265236697867745956  0.69359348476802881495
880b2   0       0.42265236697867745956  0.69359348476802881495
880c1   1       1.6789470732587869926   1.7537546547298895261
880c2   1       1.6789470732587869926   1.7537546547298895261
880c3   1       1.6789470732587869926   1.7537546547298895261
880c4   1       1.6789470732587869926   1.7537546547298895261
880d1   1       1.6558229706995993822   1.8060564691929781446
880e1   0       0.80655741135765649439  0.29500903422631116621
880e2   0       0.80655741135765649439  0.29500903422631116621
880f1   1       1.7848808519665978604   1.6987545440790306727
880f2   1       1.7848808519665978604   1.6987545440790306727
880g1   1       1.5184903052711196515   1.8044450319768438462
880g2   1       1.5184903052711196515   1.8044450319768438462
880h1   1       1.7608636090145544897   1.6367909163239579015
880h2   1       1.7608636090145544897   1.6367909163239579015
880i1   0       0.60677584550464338826  0.43466303361544547287
880i2   0       0.60677584550464338826  0.43466303361544547287
880i3   0       0.60677584550464338826  0.43466303361544547287
880i4   0       0.60677584550464338826  0.43466303361544547287
880j1   0       0.41789139234604337999  0.46956181892141512516
880j2   0       0.41789139234604337999  0.46956181892141512516
880j3   0       0.41789139234604337999  0.46956181892141512516
880j4   0       0.41789139234604337999  0.46956181892141512516
882a1   1       1.7325481528966646865   1.5134767593103755022
882a2   1       1.7325481528966646865   1.5134767593103755022
882b1   0       0.74704854307459537443  0.32137484821355463852
882b2   0       0.74704854307459537443  0.32137484821355463852
882c1   0       0.38729484035788226528  0.24780226857044261660
882c2   0       0.38729484035788226528  0.24780226857044261660
882d1   1       1.6865157237777313143   1.7759550601189648626
882d2   1       1.6865157237777313143   1.7759550601189648626
882e1   1       1.6004786685962381659   1.5466758214825184273
882e2   1       1.6004786685962381659   1.5466758214825184273
882e3   1       1.6004786685962381659   1.5466758214825184273
882e4   1       1.6004786685962381659   1.5466758214825184273
882e5   1       1.6004786685962381659   1.5466758214825184273
882e6   1       1.6004786685962381659   1.5466758214825184273
882f1   0       0.30961369395036101825  0.65153531038587818827
882f2   0       0.30961369395036101825  0.65153531038587818827
882g1   1       1.9231992727395323979   1.6089216332634511811
882g2   1       1.9231992727395323979   1.6089216332634511811
882h1   1       1.8749087064118807326   1.7785484964304930693
882h2   1       1.8749087064118807326   1.7785484964304930693
882i1   0       0.50360670293166837485  0.65234241802508244292
882i2   0       0.50360670293166837485  0.65234241802508244292
882i3   0       0.50360670293166837485  0.65234241802508244292
882i4   0       0.50360670293166837485  0.65234241802508244292
882i5   0       0.50360670293166837485  0.65234241802508244292
882i6   0       0.50360670293166837485  0.65234241802508244292
882j1   0       0.34456230343458086396  0.65607595683421838085
882j2   0       0.34456230343458086396  0.65607595683421838085
882k1   0       0.72472357688452275072  0.56610447959529918211
882k2   0       0.72472357688452275072  0.56610447959529918211
882l1   0       0.68416753095616646233  0.51498351306218509271
882l2   0       0.68416753095616646233  0.51498351306218509271
885a1   0       0.45804114087908800606  0.32093009757863819604
885b1   1       1.7030810421880305647   1.6169992035806558719
885b2   1       1.7030810421880305647   1.6169992035806558719
885b3   1       1.7030810421880305647   1.6169992035806558719
885b4   1       1.7030810421880305647   1.6169992035806558719
885c1   1       1.6805223907672043427   1.5273604091073186778
885d1   1       1.8094405235450588151   1.7186795959650702022
885d2   1       1.8094405235450588151   1.7186795959650702022
886a1   1       1.6486257589491624603   1.6825600872535766078
886b1   1       1.7661124526435057505   1.7518046207620934443
886c1   0       0.62560629423917464182  0.51743085863266530735
886d1   1       1.7276876465157802393   1.6022064162825754736
886e1   1       1.7152562318644769607   1.7641788344650655201
888a1   0       0.67429534941667994573  0.70144886649801533049
888b1   1       1.5973365478137490155   1.5926331871962177899
888b2   1       1.5973365478137490155   1.5926331871962177899
888b3   1       1.5973365478137490155   1.5926331871962177899
888b4   1       1.5973365478137490155   1.5926331871962177899
888c1   1       1.7458465414889861423   1.7833801716117940650
888c2   1       1.7458465414889861423   1.7833801716117940650
888d1   0       0.51494893304738456616  0.66141449048515912431
888d2   0       0.51494893304738456616  0.66141449048515912431
890a1   1       1.7910278192716137435   1.5127496308042473545
890a2   1       1.7910278192716137435   1.5127496308042473545
890b1   1       1.5063032675654342120   1.7859189889168400770
890b2   1       1.5063032675654342120   1.7859189889168400770
890c1   0       0.63098148037682669915  0.39095013310182000607
890c2   0       0.63098148037682669915  0.39095013310182000607
890d1   1       1.7669196502623668854   1.5396668730568750652
890e1   1       1.6970997716042289780   1.7240694527776473581
890e2   1       1.6970997716042289780   1.7240694527776473581
890f1   1       1.7660663705601310802   1.6747577075280995266
890g1   1       1.7048477303668654553   1.7271724048036162051
890g2   1       1.7048477303668654553   1.7271724048036162051
890h1   0       0.40305417758405108527  0.83200886309806455155
890h2   0       0.40305417758405108527  0.83200886309806455155
890h3   0       0.40305417758405108527  0.83200886309806455155
890h4   0       0.40305417758405108527  0.83200886309806455155
891a1   1       1.5909324848239124240   1.6477664471308572265
891b1   0       0.73580120298571539079  0.74282015535034902379
891b2   0       0.73580120298571539079  0.74282015535034902379
891c1   0       0.33203439198105150628  0.56992527422175510131
891d1   0       0.73941413531958569432  0.29928453652533727890
891d2   0       0.73941413531958569432  0.29928453652533727890
891e1   0       0.21598320139532234492  0.67265994159893582604
891f1   0       0.29328175832974655913  0.60750969922479887590
891f2   0       0.29328175832974655913  0.60750969922479887590
891g1   0       0.48622591357048265623  0.45229502369638517190
891g2   0       0.48622591357048265623  0.45229502369638517190
891h1   0       0.48313481837647864334  0.40444954619729491761
892a1   0       0.77610220097527565880  0.50185357405575544970
892b1   1       1.5103993005236501298   1.5121022593440922919
892b2   1       1.5103993005236501298   1.5121022593440922919
892c1   1       1.6954989655506142812   1.7168704861888368618
894a1   1       1.7704011860213909201   1.4288997229586849357
894b1   1       1.4166616719544145226   1.7564945727218007707
894c1   0       0.61988849574004493119  0.47184413152619981343
894c2   0       0.61988849574004493119  0.47184413152619981343
894d1   1       1.5316557009166305987   1.6090360619542444352
894e1   1       1.7077377042449517665   1.7113559388066581212
894f1   1       1.7634698860122840655   1.6580590936870662139
894g1   1       1.9387454584163809405   1.7706387513934398109
895a1   1       1.7658555221128029218   1.6423712073478345623
895b1   0       0.38803502766576093592  0.57984877365112695827
896a1   1       1.4791147113105952941   1.8307039153152210403
