
Name    Rank    N=10^5  N=10^6

201a1   1       1.6334269391516450119   1.5562910541061262034
201b1   1       2.0029699742319096558   1.8562361805843696326
201c1   1       1.9124454252756820914   1.6585757863323794899
202a1   0       0.49835513715281080806  0.57658722257723820826
203a1   0       0.47119479487761294206  0.32345933347142119300
203a2   0       0.47119479487761294206  0.32345933347142119300
203b1   1       1.6943365822114611955   1.8799951874926637528
203c1   0       0.66177415044500770024  0.57663174814933847803
203c2   0       0.66177415044500770024  0.57663174814933847803
204a1   0       0.53625588483534219052  0.66302670463385005924
204b1   0       0.67328119732941683098  0.61907846908252478171
205a1   1       1.6547131998559069701   1.7456877771808875011
205a2   1       1.6547131998559069701   1.7456877771808875011
205a3   1       1.6547131998559069701   1.7456877771808875011
205a4   1       1.6547131998559069701   1.7456877771808875011
205b1   0       0.41983277949799359199  0.51890299942164052675
205b2   0       0.41983277949799359199  0.51890299942164052675
205c1   0       0.61639904126679195853  0.51402836629722041944
205c2   0       0.61639904126679195853  0.51402836629722041944
206a1   0       0.68252515973189427786  0.52506205432848157917
206a2   0       0.68252515973189427786  0.52506205432848157917
207a1   1       1.7267963885654836202   1.6561049884195172062
207a2   1       1.7267963885654836202   1.6561049884195172062
208a1   1       1.9100662588573697336   1.6801897277678715063
208a2   1       1.9100662588573697336   1.6801897277678715063
208a3   1       1.9100662588573697336   1.6801897277678715063
208b1   1       1.8504640082663865546   1.8768240942362757800
208c1   0       0.72963846337940983624  0.41980867780464517249
208c2   0       0.72963846337940983624  0.41980867780464517249
208d1   0       0.58911469685202615431  0.44139575728780694872
208d2   0       0.58911469685202615431  0.44139575728780694872
209a1   1       1.9191470955059459890   1.8776310816208527532
209a2   1       1.9191470955059459890   1.8776310816208527532
210a1   0       0.65520493630321962345  0.70610060362712339173
210a2   0       0.65520493630321962345  0.70610060362712339173
210a3   0       0.65520493630321962345  0.70610060362712339173
210a4   0       0.65520493630321962345  0.70610060362712339173
210a5   0       0.65520493630321962345  0.70610060362712339173
210a6   0       0.65520493630321962345  0.70610060362712339173
210a7   0       0.65520493630321962345  0.70610060362712339173
210a8   0       0.65520493630321962345  0.70610060362712339173
210b1   0       0.63033135673308449645  0.56305252110568705694
210b2   0       0.63033135673308449645  0.56305252110568705694
210b3   0       0.63033135673308449645  0.56305252110568705694
210b4   0       0.63033135673308449645  0.56305252110568705694
210b5   0       0.63033135673308449645  0.56305252110568705694
210b6   0       0.63033135673308449645  0.56305252110568705694
210b7   0       0.63033135673308449645  0.56305252110568705694
210b8   0       0.63033135673308449645  0.56305252110568705694
210c1   0       0.87761700259948232188  0.88781809726306108114
210c2   0       0.87761700259948232188  0.88781809726306108114
210c3   0       0.87761700259948232188  0.88781809726306108114
210c4   0       0.87761700259948232188  0.88781809726306108114
210c5   0       0.87761700259948232188  0.88781809726306108114
210c6   0       0.87761700259948232188  0.88781809726306108114
210d1   1       1.6602132092478397027   1.6508670616853641365
210d2   1       1.6602132092478397027   1.6508670616853641365
210d3   1       1.6602132092478397027   1.6508670616853641365
210d4   1       1.6602132092478397027   1.6508670616853641365
210e1   0       0.88416773969720516860  0.67736544385101006185
210e2   0       0.88416773969720516860  0.67736544385101006185
210e3   0       0.88416773969720516860  0.67736544385101006185
210e4   0       0.88416773969720516860  0.67736544385101006185
210e5   0       0.88416773969720516860  0.67736544385101006185
210e6   0       0.88416773969720516860  0.67736544385101006185
210e7   0       0.88416773969720516860  0.67736544385101006185
210e8   0       0.88416773969720516860  0.67736544385101006185
212a1   1       1.8910860484685479246   1.7689885900718422324
212b1   0       0.51904287196656858470  0.44340309128331553204
212b2   0       0.51904287196656858470  0.44340309128331553204
213a1   0       0.49383219660412876032  0.47453689143222108457
213a2   0       0.49383219660412876032  0.47453689143222108457
214a1   1       1.7628258867301712402   1.8500503065773339077
214b1   1       1.7404228314069454543   1.7995095708442896313
214c1   1       1.8559846050899521185   1.7930950538864701319
214d1   0       0.61366241592236693413  0.46417217547611820218
214d2   0       0.61366241592236693413  0.46417217547611820218
215a1   1       1.7101503209196370901   1.7166494551406126067
216a1   1       1.7512880158296188644   1.6662782105593192075
216b1   0       0.38840169960771635906  0.47460100005174092634
216c1   0       0.71573624052934631892  0.32801848479003515088
216d1   0       0.78105909035581546753  0.67144631290764508167
218a1   1       1.7751194973548480995   1.8043931419252312009
218a2   1       1.7751194973548480995   1.8043931419252312009
219a1   1       1.7142457051028564479   1.6905335563179038775
219b1   1       1.9407725698855983074   1.7397056170626770760
219b2   1       1.9407725698855983074   1.7397056170626770760
219c1   1       1.7428035508518869813   1.7266377706471878583
219c2   1       1.7428035508518869813   1.7266377706471878583
220a1   1       1.6457393700185405195   1.6367613352556414336
220a2   1       1.6457393700185405195   1.6367613352556414336
220a3   1       1.6457393700185405195   1.6367613352556414336
220a4   1       1.6457393700185405195   1.6367613352556414336
220b1   0       0.46641139732315646205  0.68082688115180551035
220b2   0       0.46641139732315646205  0.68082688115180551035
221a1   0       0.55441225137164173401  0.71617623117101608813
221a2   0       0.55441225137164173401  0.71617623117101608813
221b1   0       0.72233249066833361682  0.75156029516885408781
221b2   0       0.72233249066833361682  0.75156029516885408781
222a1   0       0.66224724365808438031  0.60136394048778538078
222a2   0       0.66224724365808438031  0.60136394048778538078
222b1   0       0.68378595574208053011  0.47012114747542854378
222c1   0       0.41199299372922842525  0.62904539044965171126
222c2   0       0.41199299372922842525  0.62904539044965171126
222c3   0       0.41199299372922842525  0.62904539044965171126
222c4   0       0.41199299372922842525  0.62904539044965171126
222d1   0       0.77172145603473874597  0.69188637485996548360
222e1   0       0.48970970399538984843  0.65676162602801484648
224a1   1       1.7978929240494429935   1.6725803989190074983
224a2   1       1.7978929240494429935   1.6725803989190074983
224b1   0       0.64360348270628309522  0.55929200901364832684
224b2   0       0.64360348270628309522  0.55929200901364832684
225a1   1       1.8370034790587994973   1.7738434960163354309
225a2   1       1.8370034790587994973   1.7738434960163354309
225b1   0       0.37543847543532101496  0.64841264250613073560
225b2   0       0.37543847543532101496  0.64841264250613073560
225c1   0       0.72253241489536362970  0.34643662166396525145
225c2   0       0.72253241489536362970  0.34643662166396525145
225c3   0       0.72253241489536362970  0.34643662166396525145
225c4   0       0.72253241489536362970  0.34643662166396525145
225c5   0       0.72253241489536362970  0.34643662166396525145
225c6   0       0.72253241489536362970  0.34643662166396525145
225c7   0       0.72253241489536362970  0.34643662166396525145
225c8   0       0.72253241489536362970  0.34643662166396525145
225d1   0       0.60496640343935110264  0.61217744597218535455
225d2   0       0.60496640343935110264  0.61217744597218535455
225e1   1       1.8126096222989682664   1.6885162542673447395
225e2   1       1.8126096222989682664   1.6885162542673447395
226a1   1       1.8643390198305000507   1.7955754020123997931
226a2   1       1.8643390198305000507   1.7955754020123997931
228a1   0       0.38936118746149031760  0.59661984939889811314
228a2   0       0.38936118746149031760  0.59661984939889811314
228b1   1       1.7521486307503511485   1.7304612648323798076
229a1   1       1.7358205087581552131   1.7088972691180881458
231a1   0       0.32751662871325168015  0.73446925083529187071
231a2   0       0.32751662871325168015  0.73446925083529187071
231a3   0       0.32751662871325168015  0.73446925083529187071
231a4   0       0.32751662871325168015  0.73446925083529187071
231a5   0       0.32751662871325168015  0.73446925083529187071
231a6   0       0.32751662871325168015  0.73446925083529187071
232a1   1       1.9565838051140684910   1.7001838598083994226
232b1   0       0.65517645027429142544  0.66701074401981393625
233a1   0       0.36208796528678945226  0.64991004985151982756
233a2   0       0.36208796528678945226  0.64991004985151982756
234a1   0       0.49217334085794318374  0.55700135851491438489
