
Name    Rank    N=10^5  N=10^6

602a1   0       0.36462216458862430890  0.31287864817527791156
602a2   0       0.36462216458862430890  0.31287864817527791156
602b1   0       0.34636202500440796296  0.55738100259181175037
602c1   0       0.57170182975026932633  0.50763759736091884946
603a1   0       0.53931837672474816961  0.43545459298782125910
603a2   0       0.53931837672474816961  0.43545459298782125910
603b1   0       0.71462045990737182664  0.46626953088346919177
603b2   0       0.71462045990737182664  0.46626953088346919177
603c1   0       0.33130896117102346395  0.49713705652390210913
603d1   0       0.57305829406514136284  0.47963857344082915812
603e1   1       1.7489912152365228328   1.5668958605171362599
603f1   1       1.7877793752314602744   1.7911467214079252157
605a1   1       1.8485835465968217410   1.7473022141939023513
605b1   1       1.8744110038974888196   1.9077197680989764537
605b2   1       1.8744110038974888196   1.9077197680989764537
605b3   1       1.8744110038974888196   1.9077197680989764537
605b4   1       1.8744110038974888196   1.9077197680989764537
605c1   1       1.5246943336206395398   1.7196141863204685485
606a1   0       0.67916020012393675058  0.50655999744576093926
606a2   0       0.67916020012393675058  0.50655999744576093926
606a3   0       0.67916020012393675058  0.50655999744576093926
606a4   0       0.67916020012393675058  0.50655999744576093926
606b1   1       1.7845578216114279661   1.5527564408280365255
606c1   0       0.52566167528119244893  0.34333941375376427288
606d1   0       0.67489473626565523128  0.43702190465038655885
606e1   1       1.9818941464449404827   1.8177305089349517684
606f1   0       0.55894496337544017625  0.46259094742764715807
606f2   0       0.55894496337544017625  0.46259094742764715807
608a1   1       1.7620348762602344916   1.5824477020863960552
608b1   0       0.45895223182840188134  0.64927873274967588876
608c1   0       0.46591952782710517475  0.43068747384717152798
608d1   1       1.9054068410972266095   1.5146292353610242783
608e1   1       1.5599000338812141282   1.6190958521264058639
608f1   1       1.8580071617650520178   1.7382350717754569340
609a1   1       1.7048601629585497652   1.7214506280646467062
609a2   1       1.7048601629585497652   1.7214506280646467062
609b1   1       1.6261772529832243092   1.8055322051874193467
609b2   1       1.6261772529832243092   1.8055322051874193467
609b3   1       1.6261772529832243092   1.8055322051874193467
609b4   1       1.6261772529832243092   1.8055322051874193467
609b5   1       1.6261772529832243092   1.8055322051874193467
609b6   1       1.6261772529832243092   1.8055322051874193467
610a1   0       0.25498060746919583744  0.76387696746779209147
610b1   1       1.6902244532409852893   1.5484415631343054904
610b2   1       1.6902244532409852893   1.5484415631343054904
610b3   1       1.6902244532409852893   1.5484415631343054904
610b4   1       1.6902244532409852893   1.5484415631343054904
610c1   0       0.57475406945288966631  0.62491416369486456296
610c2   0       0.57475406945288966631  0.62491416369486456296
611a1   0       0.38147952174833893404  0.32118859836172944762
612a1   0       0.23702872944359081161  0.62631076787772125291
612a2   0       0.23702872944359081161  0.62631076787772125291
612b1   1       1.6378117491672139966   1.5659115161753969038
612b2   1       1.6378117491672139966   1.5659115161753969038
612c1   1       1.7764165400932132764   1.6851128660067256624
612d1   0       0.43026431880633292701  0.57795305176330431952
614a1   1       1.8642544257491505460   1.6280788593261907096
614b1   1       1.9947467330900044832   1.6969644003311851265
614b2   1       1.9947467330900044832   1.6969644003311851265
615a1   1       1.8032512148291554904   1.6760162135783056532
615a2   1       1.8032512148291554904   1.6760162135783056532
615b1   1       1.7756668501309191779   1.5190584790557664440
616a1   1       1.7752148451195948943   1.7068282550305724187
616a2   1       1.7752148451195948943   1.7068282550305724187
616b1   0       0.48761527962386459229  0.55495300135074978970
616b2   0       0.48761527962386459229  0.55495300135074978970
616c1   0       0.37326197619328966470  0.48835464433021562689
616c2   0       0.37326197619328966470  0.48835464433021562689
616d1   1       1.7276364796492284648   1.8594679662117975825
616e1   1       1.8082093473081449734   1.5116681158759621682
616e2   1       1.8082093473081449734   1.5116681158759621682
616e3   1       1.8082093473081449734   1.5116681158759621682
616e4   1       1.8082093473081449734   1.5116681158759621682
618a1   1       1.8884473965728716898   1.4787288738299217606
618b1   1       1.4324056554848410304   1.6040320904826310399
618c1   1       1.7950947491289827684   1.6866758921966178588
618c2   1       1.7950947491289827684   1.6866758921966178588
618d1   1       1.7139692198251449102   1.7871234612471740662
618d2   1       1.7139692198251449102   1.7871234612471740662
618e1   1       1.9964197402203065855   1.7941515863308087006
618f1   1       1.8187871264644921179   1.8552412677840810023
618g1   0       0.91620943423556187764  0.64364814281330193661
620a1   1       1.6370684098780834382   1.8104950251987031246
620a2   1       1.6370684098780834382   1.8104950251987031246
620b1   1       1.8030442648709064567   1.8393436227213416255
620b2   1       1.8030442648709064567   1.8393436227213416255
620c1   1       1.6856216107095544724   1.5825569827620024849
621a1   0       0.50281896593097752172  0.60025508693226276759
621b1   1       1.8213373946231728892   1.6336667785271974089
622a1   1       1.6885166006966303221   1.6953011140275847296
623a1   1       1.7733006025270519933   1.7250977014073445188
624a1   1       1.6141507539858175298   1.6955616719350037204
624a2   1       1.6141507539858175298   1.6955616719350037204
624b1   1       1.6885646294478194756   1.6376856007184963378
624b2   1       1.6885646294478194756   1.6376856007184963378
624c1   0       0.58850114340995704549  0.40277344424826919757
624c2   0       0.58850114340995704549  0.40277344424826919757
624c3   0       0.58850114340995704549  0.40277344424826919757
624c4   0       0.58850114340995704549  0.40277344424826919757
624d1   0       0.41015736412870350012  0.58632825037791226712
624d2   0       0.41015736412870350012  0.58632825037791226712
624e1   0       0.69050107939820453321  0.39143236755120928888
624e2   0       0.69050107939820453321  0.39143236755120928888
624f1   1       1.8820215001113206975   1.6565534385190522467
624f2   1       1.8820215001113206975   1.6565534385190522467
624f3   1       1.8820215001113206975   1.6565534385190522467
624f4   1       1.8820215001113206975   1.6565534385190522467
624g1   1       1.7044027090727964732   1.6362976294815671128
624g2   1       1.7044027090727964732   1.6362976294815671128
624g3   1       1.7044027090727964732   1.6362976294815671128
624g4   1       1.7044027090727964732   1.6362976294815671128
624h1   0       0.50343188371525920087  0.54043259091847100008
624h2   0       0.50343188371525920087  0.54043259091847100008
624h3   0       0.50343188371525920087  0.54043259091847100008
624h4   0       0.50343188371525920087  0.54043259091847100008
624i1   0       0.57236665631400805753  0.62205362605071492059
624i2   0       0.57236665631400805753  0.62205362605071492059
624i3   0       0.57236665631400805753  0.62205362605071492059
624i4   0       0.57236665631400805753  0.62205362605071492059
624j1   0       0.77791655815900827798  0.47934811361070862293
624j2   0       0.77791655815900827798  0.47934811361070862293
626a1   1       1.4258990610608989585   1.6379574088661545305
626a2   1       1.4258990610608989585   1.6379574088661545305
